name,company_number,jurisdiction_code,search_company_type,search_company_name,search_company_jurisdiction_code,search_company_country_code,search_company_company_number,search_company_country_name
KALE HOLDING B.V. (PUERTO RICO BRANCH) LLC,354114-1513,pr,controlling_entity,KALE HOLDING B.V. (PUERTO RICO BRANCH) LLC,nl,NL,,"Netherlands, Kingdom of the"
ALDARRA OVERSEAS GROUP INC.,14679-112,pr,controlling_entity,ALDARRA OVERSEAS GROUP INC.,pa,PA,659344,Panama
"HOUSING AMERICA CIDRA, LLC",872-1532,pr,controlling_entity,"HOUSING AMERICA CIDRA, LLC",us_ny,US,3933346,United States of America
HELICOPTERES HELICARRIER INC.,418477-113,pr,controlling_entity,HELICOPTERES HELICARRIER INC.,ca,CA,,Canada
BECTON DICKINSON CARIBE LTD.,10561-112,pr,controlling_entity,BECTON DICKINSON CARIBE LTD.,ky,KY,,Cayman Islands
"GUIDANT PUERTO RICO, B.V.",10917-112,pr,controlling_entity,Guidant Puerto Rico B.V.,nl,NL,30155376,"Netherlands, Kingdom of the"
"RETAIL DATA, LLC",859-1532,pr,controlling_entity,"Retail Data, LLC",us_va,US,S1395526,United States of America
"REINSURANCE MANAGEMENT ASSOCIATES, INC.",15468-112,pr,controlling_entity,"REINSURANCE MANAGEMENT ASSOCIATES, INC.",ca,CA,,Canada
"SUNRUN CALYPSO OWNER 2021, LLC",462076-1513,pr,controlling_entity,"SUNRUN CALYPSO OWNER 2021, LLC",ky,KY,,Cayman Islands
"ORTHO-CLINICAL DIAGNOSTICS NETHERLANDS, BV (PUERTO RICO BRANCH), LLC",373956-1513,pr,controlling_entity,"ORTHO-CLINICAL DIAGNOSTICS NETHERLANDS, BV (PUERTO RICO BRANCH), LLC",nl,NL,,"Netherlands, Kingdom of the"
"WILHELMSEN SHIPS SERVICE, INC.",8452-112,pr,controlling_entity,"WILHELMSEN SHIPS SERVICE, INC.",us_de,US,2036642,United States of America
N. HARRIS COMPUTER CORPORATION,13110-112,pr,controlling_entity,N. HARRIS COMPUTER CORPORATION,ca,CA,0999229,Canada
WALLACE SILVERSMITHS DE PUERTO RICO LTD.,13696-112,pr,controlling_entity,WALLACE SILVERSMITHS DE PUERTO RICO LTD.,ky,KY,,Cayman Islands
LINDE PUERTO RICO B.V.,11989-112,pr,controlling_entity,Linde Puerto Rico B.V.,nl,NL,34165401,"Netherlands, Kingdom of the"
"NIPPON EXPRESS U.S.A, INC.",8245-112,pr,controlling_entity,"NIPPON EXPRESS U.S.A., INC.",us_ny,US,149604,United States of America
MOMENTUM DECISIVE SOLUTIONS CANADA INC.,410520-113,pr,controlling_entity,Momentum Decisive Solutions Canada Inc.,ca,CA,8585296,Canada
"ENCANTO RESTAURANTS, INC.",11525-112,pr,controlling_entity,"ENCANTO RESTAURANTS, INC.",ky,KY,,Cayman Islands
BASF AGROCHEMICAL PRODUCTS B.V.,11431-112,pr,controlling_entity,BASF Agrochemical Products B.V.,nl,NL,09113315,"Netherlands, Kingdom of the"
"MCGRAW-HILL INTERAMERICANA, INC.",8161-112,pr,controlling_entity,"MCGRAW-HILL INTERAMERICANA, INC.",us_ny,US,1370726,United States of America
LED ROADWAY LIGHTING LTD.,15742-112,pr,controlling_entity,LED ROADWAY LIGHTING LTD.,ca,CA,,Canada
"U.S.S.C. PUERTO RICO, INC.",11234-112,pr,controlling_entity,"U.S.S.C. PUERTO RICO, INC.",ky,KY,,Cayman Islands
HEWLETT PACKARD ENTERPRISE HEMISFERICA B.V. LLC,494475-1513,pr,controlling_entity,Hewlett Packard Enterprise Hemisferica B.V.,nl,NL,87619776,"Netherlands, Kingdom of the"
"LYONDELLBASELL ACETYLS, LLC",807-1532,pr,controlling_entity,"LYONDELLBASELL ACETYLS, LLC",us_de,US,4734526,United States of America
WESTJET AIRLINES LTD.,15443-112,pr,controlling_entity,WESTJET AIRLINES LTD.,ca,CA,,Canada
KONINKLIJKE LUCHTVAART MAATSCHAPPIJ N.V.,15712-112,pr,controlling_entity,Koninklijke Luchtvaart Maatschappij N.V.,nl,NL,33014286,"Netherlands, Kingdom of the"
GREEN HOUSE AFFORDABLE HOUSING LLC,790-1532,pr,controlling_entity,GREEN HOUSE AFFORDABLE HOUSING LLC,us_de,US,4699285,United States of America
"MONEY CONCEPTS INTERNATIONAL, INC.",7734-112,pr,controlling_entity,"Money Concepts International, Inc.",us_wy,US,2005-000502970,United States of America
"BANCTEC (PUERTO RICO), INC.",7634-112,pr,controlling_entity,"BANCTEC (PUERTO RICO), INC.",us_de,US,2152832,United States of America
"EXPRESS FASHION APPAREL, LLC",754-1532,pr,controlling_entity,"EXPRESS FASHION APPAREL, LLC",us_de,US,,United States of America
OREGON TOOL INC.,7357-112,pr,controlling_entity,"BLOUNT, INC.",us_de,US,770319,United States of America
EGIDA DE LA ASOCIACIÓN DE MIEMBROS DE LA POLICÍA DE PUERTO RICO-MAUNABO LLC,724-1532,pr,controlling_entity,"EGIDA DE LA ASOCIACION DE MIEMBROS DE LA POLICIA DE PUERTO RICO - MAUNABO, LLC",us_de,US,4684544,United States of America
"ORLANDO BATHING SUIT, LLC",713-1532,pr,controlling_entity,"ORLANDO BATHING SUIT, LLC",us_de,US,4678807,United States of America
PATTERN PUERTO RICO RENEWABLES DEVELOPMENT LLC,701-1532,pr,controlling_entity,PATTERN PUERTO RICO RENEWABLES DEVELOPMENT LLC,us_de,US,4583533,United States of America
DELOITTE FINANCIAL ADVISORY SERVICES LLP,69-812,pr,controlling_entity,DELOITTE FINANCIAL ADVISORY SERVICES LLP,us_de,US,3663290,United States of America
"BIO-MEDICAL APPLICATIONS OF BAYAMON, INC.",6774-112,pr,controlling_entity,"BIO-MEDICAL APPLICATIONS OF BAYAMON, INC.",us_de,US,2038973,United States of America
"CARRIER (PUERTO RICO), INC.",6597-112,pr,controlling_entity,"CARRIER (PUERTO RICO), INC.",us_de,US,2024117,United States of America
UBS FINANCIAL SERVICES INC.,6423-112,pr,controlling_entity,UBS FINANCIAL SERVICES INC.,us_de,US,719006,United States of America
CAPITAL CROSSING SERVICING COMPANY LLC,635-1532,pr,controlling_entity,CAPITAL CROSSING SERVICING COMPANY LLC,us_de,US,4577621,United States of America
HILTON INTERNATIONAL OF PUERTO RICO LLC,6193-112,pr,controlling_entity,"HILTON INTERNATIONAL OF PUERTO RICO, INC.",us_de,US,772746,United States of America
"NATIONWIDE SECURITIES, LLC",609-1532,pr,controlling_entity,"NATIONWIDE SECURITIES, LLC",us_de,US,4436858,United States of America
"HOUSING AMERICA HORMIGUEROS II, LLC",587-1532,pr,controlling_entity,"HOUSING AMERICA HORMIGUEROS II, LLC",us_ny,US,3090139,United States of America
PERSHING ADVISOR SOLUTIONS LLC,579-1532,pr,controlling_entity,PERSHING ADVISOR SOLUTIONS LLC,us_de,US,2404128,United States of America
"U.S.S.C. PUERTO RICO (NY), INC.",5620-112,pr,controlling_entity,"U.S.S.C. PUERTO RICO (NY), INC.",us_ny,US,543849,United States of America
CUSTOM EDUCATION FOUNDATION INC.,548-122,pr,controlling_entity,CUSTOM EDUCATION FOUNDATION INC.,us_ny,US,3132268,United States of America
PETSMART ASSOCIATE ASSISTANCE FOUNDATION,535-122,pr,controlling_entity,PETSMART ASSOCIATE ASSITANCE FOUNDATION,us_az,US,,United States of America
FINDING HOPE FOR FRRS1L CORPORATION,532959-122,pr,controlling_entity,Finding Hope for FRRS1L,us_co,US,20211799957,United States of America
SCIOMETRIX INC.,532869-112,pr,controlling_entity,SCIOMETRIX INC.,us_de,US,,United States of America
"NO LIMBITS, INC.",532681-112,pr,controlling_entity,"NO LIMBITS, INC.",us_de,US,6145049,United States of America
GSA SKYNET LLC,532452-1512,pr,controlling_entity,GSA SKYNET LLC,us_fl,US,L18000161863,United States of America
"DATA STREAM MOBILE TECHNOLOGIES, INC.",532368-112,pr,controlling_entity,"DATA STREAM MOBILE TECHNOLOGIES, INC.",us_fl,US,P98000105228,United States of America
"LUJO PROPERTIES, INCORPORATED",532121-112,pr,controlling_entity,"LUJO PROPERTIES, INC.",us_fl,US,P14000095112,United States of America
COVALENT CONSULTING LLC,531971-1512,pr,controlling_entity,COVALENT CONSULTING LLC,us_de,US,2633103,United States of America
PENDRICK CAPITAL PARTNES LLC,531685-1512,pr,controlling_entity,PENDRICK CAPITAL PARTNES LLC,us_de,US,,United States of America
TRES LEONES ENTERPRISES LLC,531576-1512,pr,controlling_entity,TRES LEONES ENTERPRISES LLC,us_de,US,3360469,United States of America
"MELIOR STRATEGIC, LLC",531435-1512,pr,controlling_entity,"Melior Strategic, LLC",us_va,US,11656775,United States of America
REAL POWER ELECTRIC INC.,531120-112,pr,controlling_entity,REAL POWER ELECTRIC INC,us_fl,US,P19000011448,United States of America
"POULIN WILLEY ANASTOPOULO, LLC",530790-1512,pr,controlling_entity,"Poulin, Willey, Anastopoulo, LLC",us_sc,US,1200555,United States of America
BIVO INC.,530590-112,pr,controlling_entity,BIVO INC.,us_de,US,2895856,United States of America
EXPORTTEK INC.,530441-112,pr,controlling_entity,EXPORTTEK INC.,us_de,US,5456269,United States of America
"DIGITALERA, L.L.C.",530318-1512,pr,controlling_entity,"DIGITALERA, L.L.C.",us_fl,US,L24000124598,United States of America
INDUSTRIAL SERVICES GROUP INC.,530196-112,pr,controlling_entity,"INDUSTRIAL SERVICES GROUP, INC.",us_sc,US,786291,United States of America
"X4 PHARMACEUTICALS, INC.",529866-112,pr,controlling_entity,"X4 PHARMACEUTICALS, INC.",us_de,US,4851982,United States of America
NANLO DEVELOPMENT L.L.C.,529461-1512,pr,controlling_entity,"NANLO DEVELOPMENT, L.L.C.",us_mi,US,801215435,United States of America
PROCUREMENT MANAGEMENT GROUP LLC,529358-1512,pr,controlling_entity,PROCUREMENT MANAGEMENT GROUP LLC,us_il,US,LLC_14354603,United States of America
"DONORSCHOOSE.ORG, INC.",529197-122,pr,controlling_entity,DONORSCHOOSE.ORG,us_ny,US,2529563,United States of America
SLAUSON STREET VENTURES LLC,528890-1512,pr,controlling_entity,SLAUSON STREET VENTURES LLC,us_de,US,7021422,United States of America
E. TURMAN & COMPANY CORPORATION,528750-112,pr,controlling_entity,E. TURMAN & COMPANY CORPORATION,us_ca,US,,United States of America
CORNERSTONE ENERGY SERVICES INC.,528598-112,pr,controlling_entity,"CORNERSTONE ENERGY SERVICES, INC.",us_ma,US,001077094,United States of America
OSAIC RIA INC.,528413-112,pr,controlling_entity,"OSAIC RIA, INC.",us_de,US,2656762,United States of America
REMEDI8 L.L.C.,528129-1512,pr,controlling_entity,"REMEDI8, LLC",us_ks,US,6841845,United States of America
"WATERFORD, LLC",527813-1512,pr,controlling_entity,"Waterford, LLC",us_mn,US,7ed46993-dd1b-ec11-91b3-00155d32b93a,United States of America
SCANNER HOLDINGS CORPORATION,527714-112,pr,controlling_entity,SCANNER HOLDINGS CORPORATION,us_de,US,4314043,United States of America
"VALON MORTGAGE, INC.",527518-112,pr,controlling_entity,"VALON MORTGAGE, INC.",us_de,US,,United States of America
PRESHENT ENERGY PR LLC,527339-1512,pr,controlling_entity,PRESHENT ENERGY PR LLC,us_wy,US,,United States of America
"ELECTION SYSTEMS & SOFTWARE INTERNATIONAL, LLC",527231-1512,pr,controlling_entity,"ELECTION SYSTEMS & SOFTWARE INTERNATIONAL, LLC",us_de,US,3623436,United States of America
"BOARDBOOKIT, INC.",527043-112,pr,controlling_entity,"BOARDBOOKIT, INC.",us_de,US,6543678,United States of America
JRM CONSTRUCTION MANAGEMENT LLC,526700-1512,pr,controlling_entity,"JRM CONSTRUCTION MANAGEMENT, LLC",us_ny,US,3498463,United States of America
MADDEN PREPRINT MEDIA LLC,526457-1512,pr,controlling_entity,MADDEN PREPRINT MEDIA LLC,us_az,US,L10892351,United States of America
FC SBA LENDING LLC,526298-1512,pr,controlling_entity,FC SBA LENDING LLC,us_de,US,7530258,United States of America
QINETIQ INC.,526080-112,pr,controlling_entity,QinetiQ Inc.,us_va,US,04004925,United States of America
THE MOORE WRIGHT GROUP INC.,525650-122,pr,controlling_entity,The Moore Wright Group,us_al,US,000-382-251,United States of America
HOGAR HISPANO INC.,525162-122,pr,controlling_entity,"HOGAR HISPANO, INC",us_dc,US,EXTUID_2677565,United States of America
"OPERATION HOPE, INC.",524909-122,pr,controlling_entity,"OPERATION HOPE, INC.",us_ca,US,1823697,United States of America
"HIYA, INC.",524465-112,pr,controlling_entity,"HIYA, INC.",us_de,US,5971402,United States of America
"CAINE & WEINER COMPANY, INC.",524307-112,pr,controlling_entity,"CAINE & WEINER COMPANY, INC.",us_ca,US,0384071,United States of America
LDM L.L.C.,524125-1512,pr,controlling_entity,LDM L.L.C.,us_de,US,,United States of America
"SUNRUN ULYSSES MANAGER 2024, LLC",523778-1512,pr,controlling_entity,"SUNRUN ULYSSES MANAGER 2024, LLC",us_de,US,2903439,United States of America
SANDOVAL MORENO INVESTMENT LLC,523728-1512,pr,controlling_entity,SANDOVAL MORENO INVESTMENT LLC,us_fl,US,L22000288451,United States of America
HOMP16.3 LLC,523397-1512,pr,controlling_entity,"HOMP16.3, LLC",us_fl,US,L21000182455,United States of America
MGEB INVESTMENTS LLC,523232-1512,pr,controlling_entity,MGEB INVESTMENTS LLC,us_fl,US,L24000015080,United States of America
CHRAB PARADISE LLC,522989-1512,pr,controlling_entity,CHRAB PARADISE LLC,us_ny,US,7212561,United States of America
QUAERA INSIGHTS L.L.C.,522574-1512,pr,controlling_entity,QUAERA INSIGHTS LLC,us_nj,US,0400503964,United States of America
D2 ASSET CORP.,522270-112,pr,controlling_entity,D2 ASSET CORP.,us_de,US,7373033,United States of America
"KEEPIN' IT REEL ENTERTAINMENT, LLC",521889-1512,pr,controlling_entity,"KEEPIN' IT REEL ENTERTAINMENT, LLC",us_fl,US,L05000025588,United States of America
DEFENDERS OF WILDLIFE CORPORATION,521769-122,pr,controlling_entity,DEFENDERS OF WILDLIFE,us_dc,US,EXTUID_2908904,United States of America
"NORTH ROCK DIGITAL GP, LLC",521592-1512,pr,controlling_entity,"NORTH ROCK DIGITAL GP, LLC",us_de,US,6448326,United States of America
PALACIO DEL CARMEN LLC,521445-1512,pr,controlling_entity,PALACIO DEL CARMEN LLC,us_ny,US,7071302,United States of America
2005 INVESTMENT CORP.,521327-112,pr,controlling_entity,2005 INVESTMENT CORP.,us_nj,US,0100936269,United States of America
"PIAL INVESTMENTS, LLC",521143-1512,pr,controlling_entity,"PIAL INVESTMENTS, LLC",us_fl,US,L23000456511,United States of America
NEW HORIZON PR CORP.,520865-112,pr,controlling_entity,NEW HORIZON PR CORP.,us_fl,US,,United States of America
"SHIPBOB, INC.",520407-112,pr,controlling_entity,"SHIPBOB, INC.",us_de,US,5531564,United States of America
FELLA MEDICAL CORPORATION,520185-112,pr,controlling_entity,FELLA MEDICAL CORPORATION,us_fl,US,,United States of America
"RNWBL, LLC",519892-1512,pr,controlling_entity,"RNWBL, LLC",us_de,US,,United States of America
MAS MIEL LLC,519702-1512,pr,controlling_entity,MAS MIEL LLC,us_de,US,6814795,United States of America
"MAXIMUS US SERVICES, INC.",519440-112,pr,controlling_entity,"MAXIMUS US SERVICES, INC.",us_in,US,2007060700050,United States of America
"LUX MOBILE USA, INC.",519188-112,pr,controlling_entity,"LUX MOBILE USA, INC",us_de,US,2465136,United States of America
BLISSFUL PROPERTIES LLC,519021-1512,pr,controlling_entity,BLISSFUL PROPERTIES LLC,us_ny,US,6757881,United States of America
SOLRITE ELECTRIC LLC,518876-1512,pr,controlling_entity,SOL NOVA ELECTRIC LLC,us_ut,US,10418350-0160,United States of America
SWANCHYBOY STUDIOS LLC,518781-1512,pr,controlling_entity,SWANCHYBOY STUDIOS LLC,us_fl,US,L23000226316,United States of America
"TRC WORLDWIDE ENGINEERING, INC.",518566-112,pr,controlling_entity,"TRC WORLDWIDE ENGINEERING, INC.",us_tn,US,000381367,United States of America
"ARTEMIS RISING RE HOLDING, LLC",518417-1512,pr,controlling_entity,"Artemis Rising RE Holding, LLC",us_ca,US,202358114833,United States of America
"JAG'D CONSTRUCTION, INC.",518224-112,pr,controlling_entity,"JAG'D CONSTRUCTION, INC.",us_oh,US,1533978,United States of America
"SUNNOVA TEP 8-B, LLC",518017-1512,pr,controlling_entity,"SUNNOVA TEP 8-B, LLC",us_de,US,7634155,United States of America
LATIN2LATIN MARKETING + COMMUNICATIONS LLC,517633-1512,pr,controlling_entity,"LATIN2LATIN MARKETING + COMMUNICATIONS, LLC",us_fl,US,L07000006031,United States of America
COTRUST 29 WAG PR HOLDCO LLC,517370-1512,pr,controlling_entity,COTRUST 29 WAG PR HOLDCO LLC,us_de,US,2400176,United States of America
NEK RESTAURANT HOLDINGS LLC,516858-1512,pr,controlling_entity,NEK RESTAURANT HOLDINGS LLC,us_sc,US,721776,United States of America
GRAND STRAND CHRISTIAN CHURCH INCORPORADO,516681-122,pr,controlling_entity,GRAND STRAND CHRISTIAN CHURCH INCORPORADO,us_sc,US,,United States of America
"ACUWARE, INC.",516165-112,pr,controlling_entity,"ACUWARE, INC.",us_fl,US,P23000026725,United States of America
SPLASH CELLULAR INC.,515998-112,pr,controlling_entity,Splash Cellular Inc.,us_wy,US,2023-001243354,United States of America
LH WOODWORKING L.L.C.,515372-1512,pr,controlling_entity,L H WOODWORKING LLC,us_md,US,Z19417468,United States of America
LEBENTHAL FINANCIAL SERVICES INC.,515003-111,pr,controlling_entity,"LEBENTHAL FINANCIAL SERVICES, INC.",us_ny,US,3230140,United States of America
"EXOS WORKS, INC.",514824-112,pr,controlling_entity,"EXOS WORKS, INC.",us_nj,US,0100608246,United States of America
"AWARI DIGITAL, INC.",514732-112,pr,controlling_entity,Awari Digital Inc.,us_ct,US,2369740,United States of America
GAN POWER LLC,514583-1512,pr,controlling_entity,"GAN POWER, LLC",us_de,US,7634289,United States of America
"SUNNOVA COMMERCIAL SOLAR LOAN OWNER, LLC",514319-1512,pr,controlling_entity,"SUNNOVA COMMERCIAL SOLAR LOAN OWNER, LLC",us_de,US,7318671,United States of America
QUALITY PLAN TRANSPORT LLC,514047-1512,pr,controlling_entity,QUALITY PLAN TRANSPORT LLC,us_fl,US,L22000177220,United States of America
"METHOD INSURANCE SERVICES, LLC",513855-1511,pr,controlling_entity,"METHOD INSURANCE SERVICES, LLC",us_nv,US,E0524912015-3,United States of America
VILLAS DEL MAR BY THE BEACH LLC,513652-1512,pr,controlling_entity,VILLAS DEL MAR BY THE BEACH LLC,us_nj,US,0450371277,United States of America
HAUGLAND ENERGY GROUP LLC,513529-1512,pr,controlling_entity,HAUGLAND ENERGY GROUP LLC,us_de,US,5016787,United States of America
INTEGRITY SOLUTIONS FLORIDA LLC,513404-1512,pr,controlling_entity,INTEGRITY SOLUTIONS FLORIDA LLC,us_fl,US,L19000041920,United States of America
FIRST SECUOYA FOUNDATION CORP.,513204-122,pr,controlling_entity,FIRST SECUOYA FOUNDATION,us_de,US,7585921,United States of America
MOLECULAR INCORPORATED,512967-112,pr,controlling_entity,MOLECULAR INCORPORATED,us_wa,US,601892725,United States of America
TEXTRON AVIATION INC.,512780-112,pr,controlling_entity,TEXTRON AVIATION INC.,us_ks,US,7761240,United States of America
"120 WATER AUDIT, INC.",512378-112,pr,controlling_entity,"120 WATER AUDIT, INC.",us_de,US,7606168,United States of America
312 19TH STREET LLC,512199-1512,pr,controlling_entity,312 19TH STREET LLC,us_ny,US,5485148,United States of America
CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,512-1532,pr,controlling_entity,CHEVRON PHILLIPS CHEMICAL PUERTO RICO CORE LLC,us_de,US,635912,United States of America
"WIDER, INC.",511859-112,pr,controlling_entity,"WIDER, INC.",us_de,US,6055817,United States of America
"CONSTRUCTION FINANCIAL ADMINISTRATION SERVICES, LLC",511714-1512,pr,controlling_entity,"Construction Financial Administration Services, LLC",us_pa,US,4371181,United States of America
REAL DEAL ENTERTAINMENT CORP.,511406-112,pr,controlling_entity,REAL DEAL ENTERTAINMENT CORP,us_ny,US,5298621,United States of America
"VUBIQUITY, INC.",511088-112,pr,controlling_entity,"VUBIQUITY, INC.",us_de,US,4197176,United States of America
HOUSING AND DEVELOPMENT SERVICES INCORPORATED,510928-112,pr,controlling_entity,"HOUSING AND DEVELOPMENT SERVICES, INC.",us_fl,US,P98000054472,United States of America
SKR LLC,510715-1512,pr,controlling_entity,"SKR, LLC",us_de,US,5388123,United States of America
DISASTER EMERGENCY CONSULTANTS L.L.C.,510547-1512,pr,controlling_entity,DISASTER EMERGENCY CONSULTANTS LLC,us_fl,US,L23000271468,United States of America
"ARBORMASTER TRAINING, INC.",510468-112,pr,controlling_entity,"ARBORMASTER TRAINING, INC.",us_ma,US,043300575,United States of America
"MWG BENEFITS, INC.",510285-112,pr,controlling_entity,"MWG Benefits, Inc.",us_ms,US,865390,United States of America
HOUSIE HOLDINGS INC.,510118-112,pr,controlling_entity,"HOUSIE HOLDINGS, INC.",us_de,US,7084297,United States of America
NUME LLC,509869-1512,pr,controlling_entity,NUME LLC,us_de,US,6700816,United States of America
"MEADOWS CMPG, INC.",509631-112,pr,controlling_entity,"Meadows CMPG, Inc.",us_va,US,07461387,United States of America
"FOLLETT CONTENT SOLUTIONS, LLC",509425-1512,pr,controlling_entity,"FOLLETT CONTENT SOLUTIONS, LLC",us_de,US,6284543,United States of America
"MERCEDES-BENZ USA, LLC",509-1532,pr,controlling_entity,"MERCEDES-BENZ USA, LLC",us_de,US,925494,United States of America
WNS BPM AMERICAS LLC,508818-1512,pr,controlling_entity,WNS BPM AMERICAS LLC,us_de,US,7329050,United States of America
IMPACT ENERGI L.L.C.,508522-1512,pr,controlling_entity,Skyward Solar LLC,us_az,US,23415959,United States of America
RESIDENTIAL CONSTRUCTION & GENERAL SERVICE WORKERS LOCAL UNION 55 INC.,508381-122,pr,controlling_entity,RESIDENTIAL CONSTRUCTION & GENERAL SERVICE WORKERS LOCAL UNION 55 INC.,us_nj,US,,United States of America
NEXT CHAPTER INVESTMENTS LLC,508245-1512,pr,controlling_entity,Next Chapter Investments LLC,us_co,US,20211319718,United States of America
YABUCOA PTR LLC,508010-1512,pr,controlling_entity,YABUCOA PTR LLC,us_oh,US,,United States of America
AKF GROUP LLC,507748-1512,pr,controlling_entity,AKF GROUP LLC,us_ny,US,3453101,United States of America
UNIFIN INC.,507507-112,pr,controlling_entity,UNIFIN INC.,us_il,US,CORP_67892089,United States of America
"SUNRUN ULYSSES MANAGER 2023, LLC",507390-1512,pr,controlling_entity,"SUNRUN ULYSSES MANAGER 2023, LLC",us_de,US,7379181,United States of America
"COMMONWEALTH HERITAGE GROUP, LLC",507102-1512,pr,controlling_entity,"COMMONWEALTH HERITAGE GROUP, LLC",us_de,US,,United States of America
COPPER RIVER INFRASTRUCTURE SERVICES LLC,506928-1512,pr,controlling_entity,"Copper River Infrastructure Services, LLC",us_ak,US,10023051,United States of America
LATANYOLOGY LLC,506770-1512,pr,controlling_entity,"LATANYOLOGY, LLC",us_ny,US,5988401,United States of America
INTERNATIONAL SHIP REPAIR & MARINE SERVICES INC.,506439-112,pr,controlling_entity,"INTERNATIONAL SHIP REPAIR & MARINE SERVICES, INC.",us_de,US,2220380,United States of America
"REGENERON HEALTHCARE SOLUTIONS, INC.",506196-112,pr,controlling_entity,"REGENERON HEALTHCARE SOLUTIONS, INC.",us_ny,US,4651465,United States of America
"TECH CAPITAL GROUP, LLC",506050-1512,pr,controlling_entity,"TECH CAPITAL GROUP, LLC",us_de,US,6990692,United States of America
NEW HORIZONS COMMUNICATIONS CORP.,505759-112,pr,controlling_entity,NEW HORIZONS COMMUNICATIONS CORP.,us_de,US,3577623,United States of America
"SUNRUN IRIS DEPOSITOR 2023-1, LLC",505675-1512,pr,controlling_entity,"SUNRUN IRIS DEPOSITOR 2023-1, LLC",us_de,US,7222303,United States of America
TECHNOLOGY TRADE GROUP INC.,505442-112,pr,controlling_entity,"TECHNOLOGY TRADE GROUP, INC.",us_fl,US,P04000013677,United States of America
"COVER GENIUS INSURANCE SERVICES, LLC",505173-1512,pr,controlling_entity,"COVER GENIUS INSURANCE SERVICES, LLC",us_de,US,7146261,United States of America
CENTER FOR LAW AND HUMAN VALUES INC.,504863-122,pr,controlling_entity,"CENTER FOR LAW AND HUMAN VALUES, INC.",us_ny,US,706707,United States of America
"E2 CONSULTING ENGINEERS, INC.",504758-112,pr,controlling_entity,"E2 CONSULTING ENGINEERS, INC.",us_ca,US,1500775,United States of America
"BROWN & BROWN INSURANCE OF NEVADA, INC.",504442-112,pr,controlling_entity,"BROWN & BROWN INSURANCE OF NEVADA, INC.",us_nv,US,C32463-2000,United States of America
BE GLOBAL LLC,504210-1512,pr,controlling_entity,BE GLOBAL LLC,us_fl,US,L18000171281,United States of America
LONG WAVE INC.,503965-112,pr,controlling_entity,LONG WAVE INC.,us_ok,US,2312082275,United States of America
ADVANCE SKILLS CENTER CORP.,503697-112,pr,controlling_entity,ADVANCE SKILLS CENTER CORP,us_fl,US,P21000079742,United States of America
