grantee,registration_index,corp_name,status_es,match_type
ABBOTT DIAGNOSTICS INTERNATIONAL LTD,13509-112,"ABBOTT DIAGNOSTICS INTERNATIONAL, LTD",ACTIVA,exact
Hubbell Caribe Limited,13521-112,HUBBELL CARIBE LIMITED,ACTIVA,exact
"Integra CI, Inc.",13565-112,"INTEGRA CI, INC.",ACTIVA,exact
"AbbVie, Ltd",13148-112,ABBVIE LTD,ACTIVA,exact
Fogel Caribbean Corporation,13388-111,FOGEL CARIBBEAN CORPORATION,ACTIVA,exact
Metropolitan Marble Corp,13629-111,METROPOLITAN MARBLE CORP.,ACTIVA,exact
"WALLACE SILVERSMITHS DE PUERTO RICO, LTD",13696-112,WALLACE SILVERSMITHS DE PUERTO RICO LTD.,ACTIVA,exact
"Pharma-Bio Serv, Inc.",13724-112,"PHARMA-BIO SERV, INC.",ACTIVA,exact
To-Ricos LTD,13830-112,"TO-RICOS, LTD.",ACTIVA,exact
"Caribbean Financial Group, Inc.",13839-112,CARIBBEAN FINANCIAL GROUP INC.,ACTIVA,exact
Fenwal International Inc,13917-112,"FENWAL INTERNATIONAL, INC.",ACTIVA,exact
"LOCKHEED MARTIN GLOBAL, INC.",14017-112,"LOCKHEED MARTIN GLOBAL, INC.",ACTIVA,exact
"Merck Sharp & Dohme de Puerto Rico, Inc",14113-112,"MERCK SHARP & DOHME DE PUERTO RICO, INC.",RETIRADA,exact
"Malecón Warehouse Company, Inc.",14259-111,"MALECON WAREHOUSE COMPANY, INC.",ACTIVA,exact
Storeroom Solutions Puerto Rico Corp.,14288-112,STOREROOM SOLUTIONS PUERTO RICO CORP.,CONVERSIÓN,exact
METROPOLITAN MARBLE CORP,13629-111,METROPOLITAN MARBLE CORP.,ACTIVA,exact
To-Ricos Ltd,13830-112,"TO-RICOS, LTD.",ACTIVA,exact
"FENWAL INTERNATIONAL, INC.",13917-112,"FENWAL INTERNATIONAL, INC.",ACTIVA,exact
Eaton Corporation,14496-112,EATON CORPORATION,ACTIVA,exact
"Four Bells Resources, Inc.",14678-112,FOUR BELLS RESOURCES INC.,ACTIVA,exact
Aldarra Overseas Group Inc.,14679-112,ALDARRA OVERSEAS GROUP INC.,ACTIVA,exact
"Lawrence Screw Products, Inc.",15083-112,"LAWRENCE SCREW PRODUCTS, INC.",ACTIVA,exact
Verpas Products Inc,15797-111,"VERPAS PRODUCTS, INC.",ACTIVA,exact
"MULTI PLASTICS, INC.",15910-111,"MULTI PLASTICS, INC.",CANCELADA,exact
"NORTH CARIBE IMPORT OF PUERTO RICO, INC.",16287-111,"NORTH CARIBE IMPORT OF PUERTO RICO, INC.",ACTIVA,exact
VERPAS PRODUCTS INC,15797-111,"VERPAS PRODUCTS, INC.",ACTIVA,exact
"Puerto Rico Hospital Supply, Inc.",17127-111,"PUERTO RICO HOSPITAL SUPPLY, INC.",ACTIVA,exact
Canarico Quarries Inc.,17388-111,"CANARICO QUARRIES, INC.",ACTIVA,exact
STANDARD METALS INC,17484-111,"STANDARD METALS, INC.",ACTIVA,exact
AEROMETALICA CORPORATION,17732-111,AEROMETALICA CORPORATION,ACTIVA,exact
Standard Metals Inc.,17484-111,"STANDARD METALS, INC.",ACTIVA,exact
"Paleteras Unidas, Inc.",18349-111,"PALETERAS UNIDAS, INC.",ACTIVA,exact
"Martin Printing, Inc",18681-111,"MARTIN PRINTING, INC.",ACTIVA,exact
"PALETERAS UNIDAS, INC.",18349-111,"PALETERAS UNIDAS, INC.",ACTIVA,exact
MARTIN PRINTING INC,18681-111,"MARTIN PRINTING, INC.",ACTIVA,exact
"MARTIN PRINTING, INC.",18681-111,"MARTIN PRINTING, INC.",ACTIVA,exact
"Structural Steel Works, Inc.",19142-111,"STRUCTURAL STEEL WORKS, INC.",ACTIVA,exact
Corporación Sublistática SA,19979-111,"CORPORACION SUBLISTATICA, S.A.",DISUELTA,exact
El Día Inc.,19995-111,"EL DIA, INC.",CONVERSIÓN,exact
"ACE CONSTRUCTION SUPPLIES, INC",20003-111,"ACE CONSTRUCTION SUPPLIES, INC.",ACTIVA,exact
"CAGUAS UNIFORMS, INC.",20562-111,CAGUAS UNIFORMS INC.,ACTIVA,exact
"TRIANGLE TRADING & MFG. CO., INC.",20755-111,"TRIANGLE TRADING & MFG. CO., INC.",ACTIVA,exact
BORINQUEN CONTAINER CORP.,21224-111,BORINQUEN CONTAINER CORP,FUSIONADA,exact
"AEROSPACE SYSTEMS, INC.",22152-111,"AEROSPACE SYSTEMS, INC.",CANCELADA,exact
Favorita Biscuit Corp,22272-111,FAVORITA BISCUIT CORP.,ACTIVA,exact
"Omega & Delta Co., Inc.",22632-111,"OMEGA & DELTA CO., INC.",ACTIVA,exact
"OMEGA & DELTA CO., INC.",22632-111,"OMEGA & DELTA CO., INC.",ACTIVA,exact
Santurce Metal & Bag Co Inc.,23186-111,"SANTURCE METAL & BAG CO., INC.",CANCELADA,exact
Temsco Inc.,23446-111,"TEMSCO, INC.",CANCELADA,exact
Canarico Quarries Inc.,23746-111,"CANARICO QUARRIES, INC.",CANCELADA,exact
PAN PEPIN INC.,23773-111,"PAN PEPIN, INC.",ACTIVA,exact
Borinquen Biscuit Corporation,24735-111,BORINQUEN BISCUIT CORPORATION,ACTIVA,exact
Angle Shelf of Puerto Rico Inc,24773-111,"ANGLE SHELF OF PUERTO RICO, INC.",ACTIVA,exact
"ANGLE SHELF OF PUERTO RICO, INC.",24773-111,"ANGLE SHELF OF PUERTO RICO, INC.",ACTIVA,exact
"Gaspard & Sons, Inc.",25191-111,"GASPARD & SONS, INC.",ACTIVA,exact
EMPRESAS ORTIZ BRUNET INC,25204-111,EMPRESAS ORTIZ BRUNET INC.,ACTIVA,exact
"IMPRENTA CARTAGENA, INC.",26068-111,"IMPRENTA CARTAGENA, INC.",ACTIVA,exact
"EMPRESAS ORTIZ BRUNET, INC.",25204-111,EMPRESAS ORTIZ BRUNET INC.,ACTIVA,exact
papelera Puertorriqueña Inc,26541-111,"PAPELERA PUERTORRIQUEÑA, INC.",ACTIVA,exact
Bayamón Tobacco Corp,26577-111,BAYAMON TOBACCO CORP.,ACTIVA,exact
"PETER PAUL ELECTRIC, INC.",26915-111,"PETER PAUL ELECTRIC, INC.",ACTIVA,exact
American Tools Inc.,27174-111,"AMERICAN TOOLS, INC.",ACTIVA,exact
VILLA PIANO CORPORATION,28186-111,VILLA PIANO CORPORATION,CANCELADA,exact
"BRISAS DEL CARIBE, CORP.",27838-111,BRISAS DEL CARIBE CORP.,ACTIVA,exact
"BORICUA WOOD PROCESSING, INC.",30091-111,"BORICUA WOOD PROCESSING, INC.",ACTIVA,exact
"STELKO ELECTRICAL PRODUCTS, INC.",30853-111,"STELKO ELECTRICAL PRODUCTS, INC.",ACTIVA,exact
"RATTAN FINE FURNITURE, INC.",31443-111,"RATTAN FINE FURNITURE, INC.",ACTIVA,exact
"CONTINENTAL SHIPPING, INC.",32676-111,"CONTINENTAL SHIPPING, INC.",ACTIVA,exact
"Precision Fabricators, Inc.",32999-111,"PRECISION FABRICATORS, INC.",ACTIVA,exact
"MI PAN ASOCIADOS, INC.",33664-111,"MI PAN ASOCIADOS, INC.",ACTIVA,exact
Pirette Uniforms Inc.,33967-111,"PIRETTE UNIFORMS, INC.",ACTIVA,exact
"Joaquín Aviño, Inc.",34012-111,"JOAQUIN AVIÑO, INC.",ACTIVA,exact
Lanco Manufacturing Corporation,34297-111,LANCO MANUFACTURING CORPORATION,ACTIVA,exact
Joaquin Aviño Inc.,34012-111,"JOAQUIN AVIÑO, INC.",ACTIVA,exact
Ferrero Inc.,35225-111,"FERRERO, INC.",ACTIVA,exact
"ASTRO INDUSTRIAL SUPPLY, INC.",35353-111,"ASTRO INDUSTRIAL SUPPLY, INC.",ACTIVA,exact
Marine Express Inc.,35879-111,"MARINE EXPRESS, INC.",CANCELADA,exact
"Productora de Agregados, Inc.",36629-111,"PRODUCTORA DE AGREGADOS, INC.",ACTIVA,exact
PRODUCTORA DE AGREGADOS INC,36629-111,"PRODUCTORA DE AGREGADOS, INC.",ACTIVA,exact
GRANOSSA CORPORATION,36783-111,GRANOSSA CORPORATION,DISUELTA,exact
"ALPLA CARIBE, INC.",36983-111,"ALPLA CARIBE, INC.",ACTIVA,exact
"PEARLE VISION CENTER OF PUERTO RICO, INC.",37531-111,"PEARLE VISION CENTER OF PUERTO RICO, INC.",FUSIONADA,exact
"ESPECIAS MONTERO, INC.",37029-111,"ESPECIAS MONTERO, INC.",ACTIVA,exact
"GUEX TOOLING, INC.",38577-111,"GUEX TOOLING, INC.",ACTIVA,exact
MASTER AGGREGATES TOA BAJA CORPORATION,39201-111,MASTER AGGREGATES TOA BAJA CORPORATION,FUSIONADA,exact
HATILLO PAPER BOARD CORP,39479-111,"HATILLO PAPER BOARD, CORP.",FUSIONADA,exact
"Cortés industrial Organization, Inc.",40015-111,"CORTÉS INDUSTRIAL ORGANIZATION, INC.",ACTIVA,exact
"Arenero Estrella, Inc.",40113-111,"ARENERO ESTRELLA, INC.",CANCELADA,exact
"KARINA BAKERY, INC.",40222-111,"KARINA BAKERY, INC.",ACTIVA,exact
"Metal Machining Co., Inc.",40295-111,"METAL MACHINING CO., INC.",ACTIVA,exact
"DANOSA CARIBBEAN, INC.",40823-111,"DANOSA CARIBBEAN, INC.",ACTIVA,exact
"ARENERO ESTRELLA, INC.",40113-111,"ARENERO ESTRELLA, INC.",CANCELADA,exact
Metal Machining Co. Inc.,40295-111,"METAL MACHINING CO., INC.",ACTIVA,exact
Danosa Caribbean Inc.,40823-111,"DANOSA CARIBBEAN, INC.",ACTIVA,exact
Canarico Quarries Inc.,42761-111,"CANARICO QUARRIES, INC.",CANCELADA,exact
"STEEL AND PIPES, INC.",42741-111,STEEL AND PIPES INC.,ACTIVA,exact
DURMAN ESQUIVEL PUERTO RICO CORP,44368-111,DURMAN ESQUIVEL PUERTO RICO CORP.,DISUELTA,exact
ALPHA REALTY CORPORATION,45148-111,ALPHA REALTY CORPORATION,ACTIVA,exact
"EMPRESAS Y-NUINA, INC.",45190-111,"EMPRESAS Y-NUINA, INC.",ACTIVA,exact
"Banco de Sangre de Servicios Mutuos, Inc.",45598-111,"BANCO DE SANGRE DE SERVICIOS MUTUOS, INC.",ACTIVA,exact
Halcon Baker Inc.,45789-111,HALCON BAKER INC.,ACTIVA,exact
Impresos Aponte Inc.,45977-111,"IMPRESOS APONTE, INC.",CANCELADA,exact
"PITIRRE MANUFACTURING, INC.",46008-111,"PITIRRE MANUFACTURING, INC.",ACTIVA,exact
PITIRRE MANUFACTURING INC,46008-111,"PITIRRE MANUFACTURING, INC.",ACTIVA,exact
"FLANES ACEVEDO, INC.",46236-111,FLANES ACEVEDO INC.,DISUELTA,exact
J Leizan Inc.,46877-111,"J. LEIZAN, INC.",FUSIONADA,exact
"LIANCA FOLDING BOX, INC.",47129-111,"LIANCA FOLDING BOX, INC.",ACTIVA,exact
"PAN AMERICAN GRAIN COMPANY, INC.",46360-111,"PAN AMERICAN GRAIN COMPANY, INC.",ACTIVA,exact
"Lianca Folding Box, Inc.",47129-111,"LIANCA FOLDING BOX, INC.",ACTIVA,exact
"Energy Solar Products, Inc.",47272-111,"ENERGY SOLAR PRODUCTS, INC.",ACTIVA,exact
Atlantic Container Corporation,47899-111,ATLANTIC CONTAINER CORPORATION,FUSIONADA,exact
"Foam Pack of Puerto Rico, Inc.",47982-111,"FOAM PACK OF PUERTO RICO, INC.",ACTIVA,exact
"ACCURATE MANUFACTURING, INC.",49052-111,"ACCURATE MANUFACTURING, INC.",ACTIVA,exact
"GK PHARMACEUTICALS CONTRACT MANUFACTURING OPERATIONS ""GK-CMO"" LLC",352354-1511,"GK PHARMACEUTICALS CONTRACT MANUFACTURING OPERATIONS ""GK- CMO"" LLC",ACTIVA,search_aprobado
"MERCK SHARP & DOHME QUIMICA DE PUERTO RICO, INC. / STELLAR'X INC. / MERCK SHARP & DOHME (PUERTO RICO) LTD / MSD PUERTO RICO HOLDING, INC. / MERCK SHARP & DOHME DE PR, INC. / MERCK SHARP & DOHME QUIMICA DE PUERTO RICO, LTD.",3155-112,MERCK SHARP & DOHME QUIMICA DE PUERTO RICO INC.,CANCELADA,search_aprobado
ALONSO AND CARUS IRON WORKS INC,9033-111,"ALONSO & CARUS IRON WORKS, INC.",ACTIVA,search_aprobado
Telecontacto Telecontact Export Inc.,53787-111,"TELECONTACTO-TELECONTACT EXPORT, INC.",ACTIVA,search_aprobado
"MARTI FLORES PRIETO & WACHTEL HISPANIC, INC. (MFP&W HISPANIC)",63673-111,"MARTI FLORES PRIETO & WACHTEL ADVERTISING, INC.",CANCELADA,search_aprobado
"ASFA-ASSEMBLERS AND FABRICATORS OF PUERTO RICO, INC.",26775-111,"(ASFA)ASSEMBLERS AND FABRICATORS OF PUERTO RICO, INC.",ACTIVA,search_aprobado
"WYETH PHARMACEUTICALS COMPANY, AYERST WYETH PHARMACEUTICALS INCORPORATED AND WYETH-WHITEHALL PHARMACEUTICALS INC",6266-112,AYERST-WYETH PHARMACEUTICALS INCORPORATED,CANCELADA,search_aprobado
MERCK SHARP & DOHME DE PUERTO RICO INC AND AFFILIATES,10965-112,MERCK SHARP & DOHME (PUERTO RICO) LTD,DISUELTA,search_aprobado
AGUAYOS SHEET METAL MFG INC,77397-111,"AGUAYO'S SHEET METAL MFG., INC.",ACTIVA,search_aprobado
J. TORRES WOODEN PALLETS RECYCLING,128172-111,"J. TORRES WOODEN PALLETS RECYCLING, INC.",ACTIVA,search_aprobado
BEARSE TACTICAL SEWING PR LLC,366514-1511,BEARSE TACTICAL  SEWING PR L.L.C.,ACTIVA,search_aprobado
Industrias Metálicas Marva,69217-111,"INDUSTRIAS METALICA MARVA, INC.",CANCELADA,search_aprobado
"JACA Y SIERRA TESTING LABORATORIES, INC.",28012-111,"JACA & SIERRA TESTING LABORATORIES, INC.",ENMENDADA,search_aprobado
CUTLER-HAMMER ELECTRICAL COMPANY/EATON ELECTRICAL,13577-112,CUTLER-HAMMER ELECTRICAL COMPANY,ACTIVA,search_aprobado
Squibb Manufacturing Company Bristol Myers,11587-112,BRISTOL-MYERS SQUIBB MANUFACTURING COMPANY UNLIMITED COMPANY,ACTIVA,search_aprobado
PARADA PALLETS & MOULDING INC,31899-111,"PARADA PALLETS & MOULDINGS, INC.",CANCELADA,search_aprobado
Parada Pallets & Mouldings,31899-111,"PARADA PALLETS & MOULDINGS, INC.",CANCELADA,search_aprobado
ALIMENTOS LÍQUIDOS INDUSTRIALES,49013-111,ALIMENTOS LIQUIDOS INDUSTRIALES INC.,ACTIVA,search_aprobado
ALIMENTOS LIQUIDOS INDUSTRIALES,49013-111,ALIMENTOS LIQUIDOS INDUSTRIALES INC.,ACTIVA,search_aprobado
Dase Inc (Desarrollos Arquitectonicos),118892-111,"DESARROLLOS ARQUITECTONICOS (DASE), INC.",ACTIVA,search_aprobado
PVSR CORPORATION (Pharmaceutical Validations Solutions & Resources),144597-111,PVSR CORP. (PHARMACEUTICAL VALIDATION SOLUTIONS & RESOURCES),ACTIVA,search_aprobado
"BARRY WEHMILLER DESIGN GROUP, INC.",110977-111,"BARRY-WEHMILLER DESIGN GROUP, INC.",DISUELTA,search_aprobado
Alco High Tech Container Inc.,163884-111,"ALCO HIGH TECH CONTAINER,  INC.",CANCELADA,search_aprobado
"Oles Envelopes and Forms, Inc.",179282-111,"OLES ENVELOPES AND FORMS OF P.R., INC.",CANCELADA,search_aprobado
Oles Envelope and Forms of Puerto Rico Inc.,179282-111,"OLES ENVELOPES AND FORMS OF P.R., INC.",CANCELADA,search_aprobado
HOJALATERIA HIPOLITO ROSA,63270-111,"HOJALATERIA HIPOLITO ROSA, INC.",ACTIVA,search_aprobado
Ethicon Endo Surgery LLC,393529-1512,"ETHICON ENDO-SURGERY, LLC",ACTIVA,search_aprobado
"NYPRO PUERTO RICO, INC. AND NYPRO P.R., BRANCH OF NYPRO (BERMUDA) HOLDING LTD",11573-112,NYPRO (BERMUDA) HOLDINGS LTD.,CANCELADA,search_aprobado
ELIZABETH ARDEN (EXPORT),123533-111,"ELIZABETH ARDEN (EXPORT), INC.",DISUELTA,search_aprobado
"Storm King Windows and Doors, Inc.",162548-1011,STORM KING WINDOWS & DOORS INC.,ACTIVA,search_aprobado
ALCO HIGH TECH PLASTICS INC.,92161-111,"ALCO HIGH-TECH PLASTICS,INC.",ACTIVA,search_aprobado
"BECTON DICKINSON CARIBE,  LTD",10561-112,BECTON DICKINSON CARIBE LTD.,ACTIVA,search_aprobado
"KPG,(Knowledge Power Group) Inc.",168521-1011,KPG (KNOWLEDGE POWER GROUP) INC.,ACTIVA,search_aprobado
Schering Plough Products LLC,6974-112,"SCHERING-PLOUGH PRODUCTS, INC.",DISUELTA,search_aprobado
"JAVIERA SHADES DESIGNS, INC.",165242-111,"JAVIERA SHADES DESIGN, INC.",ACTIVA,search_aprobado
"CONDADO WINDOW HURRICANE PROTECTION, INC.										
",108701-111,"CONDADO WINDOW HURRICANE PROTECTION, INC.",ACTIVA,search_aprobado
Hewlett Packard Caribe Limited,10545-112,HEWLETT-PACKARD CARIBE LIMITED,CANCELADA,search_aprobado
Sultana Screens & Aluminum Sales,63499-111,"SULTANA SCREENS AND ALUMINUM SALES, INC.",ACTIVA,search_aprobado
Orinoco Tooling & Stamping LLC/Nova atlas,135-1531,"ORINOCO TOOLING & STAMPING, LLC",CANCELADA,search_aprobado
RIAX CONTRACTORS WOODWORKING AND REMODELING CORP,53276-111,"RIAX CONTRACTORS, WOODWORKING AND REMODELING CORPORATION",ACTIVA,search_aprobado
Precision Prototypes and Components,147681-111,"PRECISION PROTOTYPES & COMPONENTS, CORP.",ACTIVA,search_aprobado
COMMONWEALTH OIL REFINING COMPANY INC. / CORCO,3901-111,"COMMONWEALTH OIL REFINING COMPANY, INC.",ACTIVA,search_aprobado
"NOSTROM MOVING IMAGE GROUP, CORP.",182041-1011,"NOSTROM MOVING IMAGES GROUP, CORP.",ACTIVA,search_aprobado
LA SCALA BEDDING & FURNITURE INC,79043-111,"LA SCALA BEDDING & FURNITURE CO., INC.",ACTIVA,search_aprobado
La Scala Bedding and Furniture Co. Inc.,79043-111,"LA SCALA BEDDING & FURNITURE CO., INC.",ACTIVA,search_aprobado
Pan American Center for Oncology Trials,404988-1511,PAN AMERICAN CENTER FOR ONCOLOGY TRIALS LLC,ACTIVA,search_aprobado
"PPG Architectural Coatings (PR), Inc. (F/K/A AN PAINTS (PR), Inc. / antes ICI Paints Puerto Rico, Inc. .",96024-111,PPG ARCHITECTURAL COATINGS (PUERTO RICO) INC.,ACTIVA,search_aprobado
"COLGATE PALMOLIVE COMPANY DISTRIBUTORS, LLC",421-112,COLGATE PALMOLIVE COMPANY,RETIRADA,search_aprobado
Fábrica de Bloques de Vega Baja,41669-111,"FABRICA DE BLOQUES VEGA BAJA, INC.",DISUELTA,search_aprobado
Steris Isomedix Puerto Rico,199354-111,"STERIS ISOMEDIX PUERTO RICO, INC.",CANCELADA,search_aprobado
Resonancia PR/ Mex Inc.,117616-111,RESONANCIA PR/MEX INC.,ACTIVA,search_aprobado
PAN AMERICAN GRAIN MANUFACTURING CO,56474-111,PAN AMERICAN GRAIN MANUFACTURING CO. INC.,ACTIVA,search_aprobado
MECAZTECA SRL DE CV (MECCA SRL)(ADAMS MECCA HOLDINGS B.V.),12461-112,ADAMS MECCA HOLDINGS B.V.,CANCELADA,search_aprobado
Pastelería Cidrines,57657-111,"PASTELERIA CIDRINES, INC.",ACTIVA,search_aprobado
SHORT BARK INDUSTRIES,151233-111,"SHORT BARK INDUSTRIES, INC.",CANCELADA,search_aprobado
ASFA Assemblers & Fabricators PR Inc,26775-111,"(ASFA)ASSEMBLERS AND FABRICATORS OF PUERTO RICO, INC.",ACTIVA,search_aprobado
MODEL OFFSET PRINTING,6674-111,"MODEL OFFSET PRINTING, INC.",CANCELADA,search_aprobado
"ABC NETHERLANDS, Inc./Alliance Duty Free / P & B, INC.",111350-111,"ALLIANCE DUTY FREE, INC.",CONVERSIÓN,search_aprobado
"KERRY FLAVOR SYSTEMS PUERTO RICO, INC./CARGILL FLAVORS SYSTEMS PUERTO RICO, INC. / (PREVIOUS: DEGUSSA FLAVORS & FRUIT SYSTEMS PUERTO RICO, INC.)",6283-112,"KERRY FLAVOR SYSTEMS PUERTO RICO, INC",CANCELADA,search_aprobado
Nexeon MedSystems Puerto Rico Operatios Company Corporation,381844-111,NEXEON MEDSYSTEMS PUERTO RICO OPERATIONS COMPANY CORPORATION,CANCELADA,search_aprobado
Luthi Machinery Company,11473-112,"LUTHI MACHINERY COMPANY, INC.",RETIRADA,search_aprobado
BORINQUEN FIBER DRUMS,35610-111,"BORINQUEN FIBERS DRUMS, INC.",FUSIONADA,search_aprobado
"ARAMARK CLEANROOM SERVICE (PUERTO RICO), INC.",13376-112,"ARAMARK CLEANROOM SERVICES (PUERTO RICO), INC.",ACTIVA,search_aprobado
WARNER CHILCOTT COMPANY LLC,142169-111,"WARNER CHILCOTT COMPANY, INC.",CONVERSIÓN,search_aprobado
"FMC Agricultural Caribe LTD ( f/k/a DUPONT AGRICULTURAL CARIBE INDUSTRIES, LTD.)",10344-112,"FMC AGRICULTURAL CARIBE INDUSTRIES, LTD.",ACTIVA,search_aprobado
"RAMALLO BROS. PRINTING, INC./ CARIBBEAN FORMS MANUFACTURERS, INC.",15469-111,"RAMALLO BROS.PRINTING, INC.",CANCELADA,search_aprobado
Fuentes Concrete Pile Co,19337-111,"FUENTES CONCRETE PILE CO., INC.",ACTIVA,search_aprobado
"Frans Global Corporation                            Camille's Interamerica Development, Inc.,    Angel's Interamerica Development, Inc.  Chester's Interamerica Development, Inc.",177723-111,"CHESTER'S INTERAMERICA DEVELOPMENT, INC.",DISUELTA,search_aprobado
Gaspard & Sons Mayaguez,149561-111,GASPARD AND SONS MAYAGUEZ INC.,ACTIVA,search_aprobado
Moca Concrete Poles,126360-111,"MOCA CONCRETE POLES, INC.",ACTIVA,search_aprobado
"Abbott Healthcare Products Inc./Abbott Chemicals Plant, Inc./Abbott Fermentation de PR, inc.",90111-111,"ABBOTT CHEMICALS PLANT, INC.",CANCELADA,search_aprobado
Simmons Caribbean Bedding,64914-111,"SIMMONS CARIBBEAN BEDDING, INC.",ACTIVA,search_aprobado
Aconcagua Dental Laboratory Corp,37184-111,"ACONCAGUA DENTAL LABORATORY, INC.",ACTIVA,search_aprobado
"CANARICO QUARRIES,INC.",17388-111,"CANARICO QUARRIES, INC.",ACTIVA,search_aprobado
Micros Fidelio Caribbean,156992-111,"MICROS-FIDELIO CARIBBEAN, INC.",CANCELADA,search_aprobado
Sartorius Stedim,148308-111,SARTORIUS STEDIM FILTERS INC.,ACTIVA,search_aprobado
Pepsi Cola Puerto Rico Distributing LLC,103-1532,"PEPSI-COLA PUERTO RICO DISTRIBUTING, LLC",CANCELADA,search_aprobado
"COLGATE PALMOLIVE CO., DISTRIBUTORS",7368-112,COLGATE-PALMOLIVE (P.R.) INC.,CANCELADA,search_aprobado
Hewlett Packard Caribe LLC,9901-112,HEWLETT-PACKARD CARIBE B.V.,CANCELADA,search_aprobado
"PALL PUERTO RICO, INC. / PALL BIOMEDICAL, INC. / PALL NETHERLANDS B.V. / PALL LIFE SCIENCES PUERTO RICO LLC",10685-,PALL NETHERLANDS B.V.,ACTIVA,search_aprobado
Pharma-Bio Serv PR,100490-111,PHARMA-BIO SERV PR INC,ACTIVA,search_aprobado
"PHARMA BIO SERV, INC./PHARMA BIO SERV PR, INC.(PLAZA CONSULTING GROUP, INC.)",100490-111,PHARMA-BIO SERV PR INC,ACTIVA,search_aprobado
Bull Bond Mfg Corp,98075-111,BULL-BOND MFG. CORP.,ACTIVA,search_aprobado
BULL BOND MFG CORP,98075-111,BULL-BOND MFG. CORP.,ACTIVA,search_aprobado
Axiscare Health logistics,12402-112,"AXISCARE HEALTH LOGISTICS, INC.",ACTIVA,search_aprobado
Compañía Industrial Marmolera,78141-111,"COMPAÑIA INDUSTRIAL MARMOLERA, INC.",ACTIVA,search_aprobado
"Puma Energy Services (LATAM), LLC",15-113,PUMA ENERGY SERVICES (LATAM) S.A. INC.,ACTIVA,search_aprobado
"JT STAR- CAM, INC",147123-111,"JT STAR-CAM, INC.",ACTIVA,search_aprobado
"JOHN H. HARLAND COMPANY OF P.R., INC.",5479-112,JOHN H. HARLAND COMPANY,DISUELTA,search_aprobado
LIQUI FERT CORP,145345-111,LIQUI FERT CORPORATION,ACTIVA,search_aprobado
ADCHEM DISTRIBUTORS INC / ADCHEM PHARMA OPERATIONS DIVISIOn,115514-111,ADCHEM PHARMA OPERATIONS CORPORATION,CANCELADA,search_aprobado
Ortho-Tain,71379-111,"ORTHO-TAIN, INC.",ACTIVA,search_aprobado
"MAGIC WAREHOUSING & DISTRIBUTION , INC.",125340-111,"MAGIC WAREHOUSING & DISTRIBUTION, INC.",ACTIVA,search_aprobado
Nils H Ljungman & Assoc.,135826-1011,"NILS H. LJUNGMAN & ASSOCIATES, INC.",DISUELTA,search_aprobado
"BIOMASS Green Fuels, LLC",404180-1511,BIOMASS GREEN FUELS  LLC,ACTIVA,search_aprobado
"HOMECA RECYCLING CENTER COMPANY, INC.",119517-111,HOMECA RECYCLING CENTER CO. INC.,ACTIVA,search_aprobado
"Majestic Windows & Doors,Inc.",179426-1011,"MAJESTIC WINDOWS & DOORS, INC.",CANCELADA,search_aprobado
DCN Administrative & Recycling Corp,386313-111,DCN ADMINISTRATIVE & RECYCLING  CORP.,ACTIVA,search_aprobado
"Hi-Tec Brake Manufacturing Co.,Inc.",68553-111,"HI-TEC BRAKE MANUFACTURING CO., INC.",ACTIVA,search_aprobado
"ASPECT SOFTWARE CARIBBEAN, INC. / CORSIDIAN CARIBBEAN TECHNOLOGY, INC.",145215-111,"ASPECT SOFTWARE CARIBBEAN, INC.",ACTIVA,search_aprobado
"EDWARDS LIFESCIENCES CORPORATION OF PR
BAXTER HEALTHCARE CORPORATION OF PUERTO RICO
BAXTER CARIBE, INC.",11297-112,EDWARDS LIFESCIENCES CORPORATION OF PUERTO RICO,DISUELTA,search_aprobado
Telefónica Larga Distancia ,80019-111,"TELEFONICA LARGA DISTANCIA DE PUERTO RICO, INC.",ACTIVA,search_aprobado
PSAE Hardware LLC,354127-1511,PSAE  HARDWARE L.L.C.,ACTIVA,search_aprobado
SAN JUAN ARTISAN DISTILLERS,305350-1531,"SAN JUAN ARTISAN DISTILLERS, LLC",ACTIVA,search_aprobado
BASF AGROCHEMICAL PROSUCTS B.V.,11431-112,BASF AGROCHEMICAL PRODUCTS B.V.,ACTIVA,search_aprobado
Vantage Consulting Group Latin Americas LLC,1833-1531,VANTAGE CONSULTING GROUP LATIN AMERICA LLC,DISUELTA,search_aprobado
HONEYWELL AEROSPACE DE PUERTO RICO,165947-111,"HONEYWELL AEROSPACE DE PUERTO RICO, INC.",ACTIVA,search_aprobado
"CATALENT P.R. GUAYNABO, INC. /  / CATALENT PR MANATI, INC. / PREVIOUS: CATALENT P.R. HUMACAO, INC. / CATALENT PHARMA SOLUTIONS, INC.(CARDINAL HEALTH P.R. 410/416/417/218, INC.) CLONDALKIN",161903-111,"CATALENT PR MANATI, INC.",DISUELTA,search_aprobado
AQUA PAK SYSTEM/CHLORINE & INSTRUMENTS SERVICES CO.,50807-111,"CHLORINE & INSTRUMENT SERVICES CO, INC",FUSIONADA,search_aprobado
Hasting Shoe Company Inc.,136055-111,HASTING SHOES COMPANY INC.,CANCELADA,search_aprobado
LANCO GLOBAL SYSTEMS CARIBBEAN INC ,302090-111,"LANCO GLOBAL SYSTEMS (CARIBBEAN), INC.",ACTIVA,search_aprobado
