company_number_pr,boricua_corp_name,model_data_global_parent_bvdid,parent_company_name,parent_country_iso_code,parent_state,filial_operating_revenue_max_eur_th
507401-1512,"SUNRUN ULYSSES OWNER 2023, LLC",US262841711,SUNRUN INC.,US,CA,2176470.198566
507408-112,"PAVILION PAYMENTS GAMING SERVICES, INC.",US582567903,GLOBAL PAYMENTS INC,US,GA,8896432.275007
509471-1512,"POPULAR EQUIPMENT FINANCE, LLC",US660667416,"POPULAR, INC",US,TX,2861222.497983
510475-112,"DR. REDDY'S LABORATORIES, INC.",IN30131FI,DR REDDY'S LABORATORIES LIMITED,IN,,2764984.494239
509413-1512,"SUZOHAPP GAMING SOLUTIONS,  LLC",US359870231L,"SUZOHAPP GAMING SOLUTIONS, LLC",US,MN,790971.939997
510195-1512,"SUNRUN JUNO OWNER 2023-B, LLC",US262841711,SUNRUN INC.,US,CA,2176470.198566
510480-1512,"SUNRUN JUNO MANAGER 2023-B, LLC",US262841711,SUNRUN INC.,US,CA,2176470.198566
510155-112,"INTELLIGENT MEDICAL OBJECTS, INC.",US149115868L,"THOMAS H. LEE PARTNERS, LIMITED PARTNERSHIP",US,MA,849538.092633
508866-112,CRISIS PREVENTION INSTITUTE INC.,FR379690167,WENDEL-PARTICIPATIONS SE,FR,,8863388.602224
510110-1512,RANCHO LAEL LLC,US341256875L,RANCHO LAEL LLC,US,FL,804389.372216
510195-1512,"SUNRUN JUNO OWNER 2023-B, LLC",US262841711,SUNRUN INC.,US,CA,2176470.198566
511088-112,"VUBIQUITY, INC.",GBGG19528,AMDOCS LIMITED,GB,,4503825.692796
512356-1512,"ASSUREDPARTNERS OF MARYLAND,  LLC",US364686101L,"ASSUREDPARTNERS OF MARYLAND, LLC",US,MN,804389.372216
512455-112,"B. RILEY WEALTH MANAGEMENT, INC.",US270223495,"B. RILEY FINANCIAL, INC.",US,CA,1026687.06632
512780-112,TEXTRON AVIATION INC.,US050315468,TEXTRON INC,US,RI,13080358.370348
511890-1512,"SUNRUN JULIUS PLEDGOR 2023-2, LLC",US379908329L,"SUNRUN JULIUS PLEDGOR 2023-2, LLC",US,CA,804389.372216
512937-1512,WAR HAMMER MANAGEMENT LLC,US325501067L,WAR HAMMER MANAGEMENT LLC,US,CA,804389.372216
513580-812,WELLINGTON MANAGEMENT COMPANY LLP,US126265148L,"WELLINGTON PPIF MANAGEMENT, LLC",US,MA,908494.716777
513592-1512,TEAMMB GETAWAYS LLC,US401900381L,TEAMMB GETAWAYS LLC,US,MO,804389.372216
513607-1512,CADENCE AM SERVICES LLC,US380859221L,CADENCE AM SERVICES LLC,US,TN,804389.372216
513096-1512,MVNO CONNECT LLC,US294958565L,MVNO CONNECT LLC,US,WY,1092214.975935
515601-112,THE REYNOLDS AND REYNOLDS COMPANY CORPORATION,US136001113L,REYNOLDS AND REYNOLDS COMPANY THE,US,OH,804753.128874
515645-1512,"SUNRUN RAGNAR OWNER 2023-C, LLC",US262841711,SUNRUN INC.,US,CA,2176470.198566
516298-1512,GOITIA MARCHIANO FAMILY LLC,US302062319L,GOITIA MARCHIANO FAMILY LLC,US,VA,1092214.975935
515641-1512,"SUNRUN RAGNAR MANAGER 2023-C, LLC",US262841711,SUNRUN INC.,US,CA,2176470.198566
517997-312,"FLAGSTAR BANK, N.A.",US061377322,"NEW YORK COMMUNITY BANCORP, INC",US,NY,1533045.160235
518886-1512,"FORTRA, LLC",US150238005L,"FORTRA, LLC",US,MN,773755.308857
519028-122,FORMACIÓN DE IGLESIAS DE SANTIDAD INC.,US400880495L,FORMACION DE IGLESIAS DE SANTIDAD INC,US,PA,804389.372216
518079-1512,ACG JM PR LLC,US351110453L,ACG JM PR LLC,US,DE,804389.372216
518441-1512,"DIEMAND ENTERPRISES, LLC",US380333015L,DIEMAND ENTERPRISES LLC,US,MT,804389.372216
518781-1512,SWANCHYBOY STUDIOS LLC,US378147752L,SWANCHYBOI STUDIOS LLC,US,FL,804389.372216
519988-1512,IMAGING BUSINESS MACHINES LIMITED LIABILITY COMPANY,US327177428L,ARES PARTNERS HOLDCO LLC,US,CA,2815558.112341
520037-112,"UNICITY USA, INC.",US372402326L,"UNICITY USA, INC.",US,DE,838633.929417
520451-112,"AMBOR STRUCTURES, INC.",US378504680L,"AMBOR STRUCTURES, INC.",US,FL,804389.372216
521240-122,MOVIMIENTO INTERNACIONAL  LUGAR DE PROPOSITOS INC.,US395644016L,MOVIMIENTO INTERNACIONAL LUGAR DE PROPOSITOS INC,US,PA,804389.372216
521814-112,"RDG PLANNING & DESIGN, INC.",US355062779L,"RDG PLANNING & DESIGN, INC.",US,MN,1745041.713502
522958-1512,"AFFIRM PAYMENTS, LLC",US842224323,"AFFIRM HOLDINGS, INC.",US,CA,1289757.421899
522959-1512,MASTERS RESOURCE LLC,US383420645L,MASTERS RESOURCE LLC,US,MO,804389.372216
522302-1512,BUTLER AMERICA LLC,IN30691FI,HCL TECHNOLOGIES LIMITED,IN,,11597870.245203
523273-112,AON FAC INC.,IE604607,AON PUBLIC LIMITED COMPANY,IE,,11499253.417697
525768-112,CALZEDONIA USA INC.,IT04579370232,DE LA COSTA S.R.L.,IT,,2994888.987598
525774-1512,CIPHER SECURITY LLC,ESB78510492,GUBEL SL,ES,,4362102.993759
525953-112,HARMAN INTERNATIONAL INDUSTRIES INCORPORATED,KR1301110006246,"SAMSUNG ELECTRONICS CO.,LTD.",KR,,219760973.208475
526599-1512,"LONG TERM CARE PARTNERS, L.L.C.",CAFEI1004166,MANULIFE FINANCIAL CORP,CA,ON,10834471.927345
527247-1512,"ACIMA DIGITAL, LLC",US450491516,UPBOUND GROUP INC,US,TX,3912081.325632
528748-1512,AUGMENT RISK SERVICES L.L.C.,US395991941L,AUGMENT RISK SERVICES LLC,US,FL,804389.372216
528890-1512,SLAUSON STREET VENTURES LLC,US359454722L,SLAUSON STREET VENTURES LLC,US,DE,804389.372216
527963-1512,"ASSUREDPARTNERS NL, LLC",KY*4000000164759,GTCR FEEDER LP,KY,,1720420.851689
528786-112,"ADIDAS AMERICA, INC.",DE8190216927,ADIDAS AG,DE,,22125138.945987
528854-112,"CREDIT KARMA OFFERS, INC.",US324383810L,CREDIT KARMA OFFERS INC,US,DE,972075.612584
530480-112,TREMCO CPG INC.,US020642224,RPM INTERNATIONAL INC.,US,OH,6686711.321311
530570-112,EFUNDS CORPORATION,US371490331,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",US,FL,13387389.835156
532374-1512,AR3S LLC,US393319283L,AR3S LLC,US,AZ,804389.372216
532449-112,"COLLIERS ENGINEERING & DESIGN, INC.",CA40844NC,COLLIERS INTERNATIONAL GROUP INC.,CA,ON,3994783.025081
532913-112,EATON VANCE MANAGEMENT INC.,US363145972,MORGAN STANLEY,US,NY,49647014.872883
533111-112,OURO GLOBAL INC.,US354103082L,"OURO GLOBAL, INC.",US,TX,1072784.643925
531575-112,PARSONS ENVIRONMENT & INFRASTRUCTURE GROUP INC.,US401927273L,PARSONS ENVIRONMENT & INFRASTRUCTURE GROUP INC.,US,NM,804389.372216
